# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles:u'
# Event count (approx.): 699789103559
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                            
# ........  .......  .................................................  ..................................................................................................................................................................
#
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efdc5
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d5d5
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eff5a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efdf7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000006faf25
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a678b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d551
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b88c5
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000759759
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea1d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b0250
     0.00%  python   libpython3.11.so.1.0                               [.] PyDict_Contains
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001ca0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c574e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000002386d2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b5625
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b26cc
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efba1
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001c5c
     0.00%  python   libm.so.6                                          [.] 0x000000000006ef5d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeb9d
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] GOMP_parallel
     0.00%  python   libc.so.6                                          [.] __sbrk
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d1637
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efde7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005f9445
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeb98
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c9344
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001afbba
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1fde
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d407
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c939
     0.00%  python   libpython3.11.so.1.0                               [.] PyObject_Call
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edffd
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edff3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeba7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ca0a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d3fc
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f7d295
     0.00%  python   [unknown]                                          [k] 0xffffffffa9450917
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000000fd2f2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f1c94
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cce9
     0.00%  python   libc.so.6                                          [.] clock_gettime@@GLIBC_2.17
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b280d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee0b2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2316
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d3bd9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1ccf
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6510
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b630f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2455
     0.00%  python   [unknown]                                          [k] 0xffffffffaa0015f8
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a12a2
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dd20
     0.00%  python   ld-linux-x86-64.so.2                               [.] _dl_find_dso_for_object
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d4e50
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9ce14
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000021b152
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeac9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c5794
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ea594
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a6844
     0.00%  python   libpython3.11.so.1.0                               [.] PyThread_release_lock
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b625f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b3a1e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c59
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cadc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ebce3
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b3931
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a13d5
     0.00%  python   libc.so.6                                          [.] __vsnprintf_chk
     0.00%  python   libpython3.11.so.1.0                               [.] _PyUnicode_JoinArray
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc84
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001eba99
     0.00%  python   libpython3.11.so.1.0                               [.] PyNumber_Long
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001dc023
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000257159
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ae640
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] sgemm_incopy_ZEN
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8ae
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1fd5
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aa6a4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001af0a4
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb9104
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a59e1
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x0000000000017bdc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8710
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1151
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c70c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000023bd21
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b2677
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd76
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001facc0
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x0000000000110903
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce8b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeae1
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001af01b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000024fe4b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd43
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b4209
     0.00%  python   libpython3.11.so.1.0                               [.] _PyUnicodeWriter_PrepareInternal
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001faa87
     0.00%  python   libc.so.6                                          [.] _dl_mcount_wrapper_check
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7ba
     0.00%  python   [unknown]                                          [k] 0xffffffffa947cb8b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c98c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000257123
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153de0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6af
     0.00%  python   libcrypto.so.3.0.9                                 [.] OPENSSL_LH_insert
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aeef6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cb57
     0.00%  python   libpython3.11.so.1.0                               [.] PySlice_Unpack
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b639f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c5732
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000027df41
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075952f
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f79078
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b8912
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001e0ec1
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aa642
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce04
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c4108
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000445a39
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c716c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d13ac
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8bf7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efba8
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a14a4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b3000
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b636d
     0.00%  python   [unknown]                                          [k] 0xffffffffa9159f64
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b2584
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b62c7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a669d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f1f2e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c89e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000004477a2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001fcdd7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2cb2
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b4bc3
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000002581a8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc4b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c8cce
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f7d218
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b63c3
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001cc78b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c5797
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c79f
     0.00%  python   libpython3.11.so.1.0                               [.] PyUnicode_RPartition
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c547
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b0270
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000756b55
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ccd7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2c34
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b63d2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c411
     0.00%  python   libpython3.11.so.1.0                               [.] PyType_GenericNew
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9fcb4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a149a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001dd6be
     0.00%  python   libpython3.11.so.1.0                               [.] memcpy@plt
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc3f
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] UINT_setitem
     0.00%  python   libpython3.11.so.1.0                               [.] PyErr_Format
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b63b1
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a16f2
     0.00%  python   [vdso]                                             [.] 0x00000000000006b8
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2525
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000019f583
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000237bfe
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_AssignFromCache_Recursive
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a315
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a88da
     0.00%  python   [unknown]                                          [k] 0xffffffffa9118224
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000044775e
     0.00%  python   libpython3.11.so.1.0                               [.] PyMem_RawMalloc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ffc2c
     0.00%  python   libpython3.11.so.1.0                               [.] PyObject_Vectorcall
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a21ae
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b4bf9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1ff4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1274
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cf40
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cbef
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2f0a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d0db8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070c260
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a129e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a878b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc5d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a16f6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1147
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cdad
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20e5
     0.00%  python   libpython3.11.so.1.0                               [.] PyTuple_Pack
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cecf
     0.00%  python   libc.so.6                                          [.] printf_positional
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce94
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b63c0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d81d1
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efecc
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b4e7f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cbd8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ccd3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070be23
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee243
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2c09
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b88c2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc39
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efdeb
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b4e90
     0.00%  python   libcrypto.so.3.0.9                                 [.] 0x00000000001b91e8
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e060
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efdf3
     0.00%  python   [unknown]                                          [k] 0xffffffffaa0012b0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce90
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005f6284
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e017
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cda3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce4f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce20
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ce2e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cc51
     0.00%  python   [unknown]                                          [k] 0xffffffffa9191cf4
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9fceb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005f7625
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eff2c
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183de6
     0.00%  python   libpython3.11.so.1.0                               [.] PyNumber_AsSsize_t
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d5c
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eff22
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] exp@plt
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073c58c
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efefd
     0.00%  python   libm.so.6                                          [.] 0x000000000006eedc
     0.00%  python   libm.so.6                                          [.] __exp_finite@plt
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005efee2
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_NewLikeArrayWithShape
     0.00%  python   [unknown]                                          [k] 0xffffffffa91bdce8
     0.00%  python   libm.so.6                                          [.] 0x000000000006eed6
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183de8
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae83e
     0.00%  python   [unknown]                                          [k] 0xffffffffa9154d63
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183de0
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9e013
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000024e98c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ae1a3
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6453
     0.00%  python   libc.so.6                                          [.] sem_post@GLIBC_2.2.5
     0.00%  python   libpython3.11.so.1.0                               [.] PyThread_acquire_lock_timed
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f8362
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000237b84
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20a8
     0.00%  python   [unknown]                                          [k] 0xffffffffa9183df6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001fb10c
     0.00%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_NewLegacyWrappingArrayMethod
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070bf47
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b24d0
     0.00%  python   libc.so.6                                          [.] __internal_atexit
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000756b72
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b1893
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aef4a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a853b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ce388
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ebd42
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b6367
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ac223
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d24cc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8d5e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c6e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d8623
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a141a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a6626
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000023c077
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a116e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f1eee
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c8c8e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20e0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20a6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2412
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2021
     0.00%  python   libc.so.6                                          [.] __strncmp_avx2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b5ca2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2518
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2099
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001ae6a7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x0000000000237b7b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a930b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1142
     0.00%  python   libc.so.6                                          [.] __strrchr_avx2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000019fc59
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a87a0
     0.00%  python   libc.so.6                                          [.] __vsnprintf_internal
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a86b2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000025a9d6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000027b944
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d7701
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001dc0c4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c6f9b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b626a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b281b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aee50
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20a2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001da3da
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001eb61e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b28f7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a90d0
     0.00%  python   libpython3.11.so.1.0                               [.] PyArg_UnpackTuple
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a14b2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a12ad
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1fda
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001afaec
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f4d50
     0.00%  python   libc.so.6                                          [.] __wcsnlen_avx2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d45ce
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c5b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2e90
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a90f7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a204c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2c91
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001e407c
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9a35b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c95b4
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b65cb
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b64d2
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a202e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b2539
     0.00%  python   libpython3.11.so.1.0                               [.] PyThread_allocate_lock
     0.00%  python   libpython3.11.so.1.0                               [.] PyObject_GetIter
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a264b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c58c0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b655b
     0.00%  python   libpython3.11.so.1.0                               [.] PyObject_GC_Del
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b5c62
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2600
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c04
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b724e
     0.00%  python   [unknown]                                          [k] 0xffffffffa9153dea
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c8d76
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c5737
